date,sku_name,product_id,merchant_code,merchant_badge,product_type,merchant_city,cod,price,stock,daily_gmv,daily_sold,daily_view,rating,total_review,total_sold
4/26/2020,"(NEW)iPhone 64GB / 64 XS GREY, SILVER, GOLD GARANSI APPLE 1 TAHUN - GRAY",C914,3296,PM,Apple iPhone XS,Kota Administrasi Jakarta Barat,FALSE,13989000,999999,0,0,2,90,12,20
4/14/2020,Iphone Xs 64Gb garansi resmi Ibox Indonesia,E2330,2442,PM,Apple iPhone XS,Kota Administrasi Jakarta Timur,FALSE,12129900,1,0,0,0,100,5,8
4/28/2020,"NEW IPHONE XS 256GB - GOLD / GREY / SILVER 256 - Gold, Single SIM",G380,2446,PM,Apple iPhone XS,Kota Administrasi Jakarta Pusat,FALSE,14131000,9,0,0,5,100,10,24
4/22/2020,Iphone xs 64gb singel sim garansi internasional,D1521,2754,PM,Apple iPhone XS,Kota Tangerang,FALSE,12500000,999999,0,0,5,100,4,6
4/30/2020,Apple iPhone XS 64 GB Smartphone Gold Grey Silver,D1523,3327,PM,Apple iPhone XS,Kota Bandung,FALSE,14225000,2,0,0,0,100,3,3
4/17/2020,Apple Iphone XS 256GB / Iphone XS 256GB / XS 256GB New Garansi,D1514,3319,PM,Apple iPhone XS,Kota Administrasi Jakarta Barat,FALSE,13000000,999999,0,0,3,100,3,4
4/22/2020,NEW IPHONE 512GB 512 XS Space Gray / Grey Silver Gold - SILVER,C902,1111,PM,Apple iPhone XS,Kota Administrasi Jakarta Pusat,FALSE,14645000,9999,0,0,14,98,11,27
4/15/2020,[TRUSTED] iPhone 64GB 256gb 512gb XS Gold/Grey/Silver original apple - 64GB,G381,3040,PM,Apple iPhone XS,Kota Administrasi Jakarta Pusat,FALSE,13160000,999,0,0,3,100,8,15
4/28/2020,[NEW] Iphone XS 256GB Greenpell,D1519,2438,PM,Apple iPhone XS,Kota Administrasi Jakarta Barat,FALSE,16499000,999999,0,0,1,100,2,2
4/26/2020,Iphone xs 64gb singel sim garansi internasional,D1521,2754,PM,Apple iPhone XS,Kota Tangerang,FALSE,12500000,999999,0,0,2,100,4,6
4/19/2020,iphone XS mulus,F2072,3317,PM,Apple iPhone XS,Kab. Sidoarjo,FALSE,15000000,999997,0,0,1,100,2,2
4/19/2020,iPhone Xs 256GB Garansi Resmi Apple 1 Tahun,C908,240,PM,Apple iPhone XS,Kota Surabaya,FALSE,16550000,999998,0,0,3,98,19,25
4/30/2020,[NANO ESIM ] IPHONE 64GB XS 64 SPACE GREY / GOLD / SILVER,C900,3100,PM,Apple iPhone XS,Kota Administrasi Jakarta Barat,FALSE,12999000,999998,0,0,1,100,9,17
4/30/2020,iPhone XS 256GB Non Active .GreenPeel - GREY,F2075,3325,PM,Apple iPhone XS,Kota Administrasi Jakarta Utara,FALSE,12650000,1,0,0,15,98,13,21
4/14/2020,Apple Iphone xs 64gb Gold,D1515,2798,PM,Apple iPhone XS,Kota Surabaya,FALSE,13500000,999998,0,0,0,100,5,7
4/20/2020,iPhone 64GB 64 XS Space Gray / Grey Silver Gold - GREY,C905,1111,PM,Apple iPhone XS,Kota Administrasi Jakarta Pusat,FALSE,13299000,9,0,0,12,99,30,52
4/30/2020,(NEW) iPhone 2018 256GB 256 XS Gold Grey Silver Garansi 1 Tahun,C911,2354,PM,Apple iPhone XS,Kota Administrasi Jakarta Barat,FALSE,14750000,999994,0,0,8,100,13,23
4/16/2020,iPhone Xs 64GB Garansi Resmi Apple 1 Tahun,C916,240,PM,Apple iPhone XS,Kota Surabaya,FALSE,15000000,999999,0,0,4,93,6,13
4/14/2020,[ORIGINAL]iPhone 256GB 256 GB XS Gold/Gray Grey/Silver Garansi Apple,C897,3059,PM,Apple iPhone XS,Kota Administrasi Jakarta Pusat,FALSE,13980000,999995,0,0,0,100,3,6
4/24/2020,[TRUSTED] iPhone 64GB 256gb 512gb XS Gold/Grey/Silver original apple - 64GB,G381,3040,PM,Apple iPhone XS,Kota Administrasi Jakarta Pusat,FALSE,13160000,999,0,0,8,100,8,15
4/19/2020,IPhone 256GB XS | NEW - ORIGINAL - SEGEL - GARANSI - Space Grey,E110,388,PM,Apple iPhone XS,Kota Batam,FALSE,12300000,10000,0,0,3,100,3,11
4/16/2020,NEW IPHONE 64GB 64 XS Space Gray / Grey Silver Gold - NEW SILVER,C912,1111,PM,Apple iPhone XS,Kota Administrasi Jakarta Pusat,FALSE,13299000,10,0,0,17,97,7,20
4/28/2020,Apple Iphone XS 64GB / Iphone XS 64GB / XS 64GB New Garansi,D1524,3319,PM,Apple iPhone XS,Kota Administrasi Jakarta Barat,FALSE,11150000,999999,0,0,1,100,2,3
4/18/2020,NEW IPHONE 512GB 512 XS Space Gray / Grey Silver Gold - SILVER,C902,1111,PM,Apple iPhone XS,Kota Administrasi Jakarta Pusat,FALSE,14645000,9999,0,0,17,98,11,27
4/29/2020,Apple Iphone XS 64GB / Iphone XS 64GB New - Segel - Garansi,C915,1989,PM,Apple iPhone XS,Kota Administrasi Jakarta Barat,FALSE,12650000,999998,0,0,1,100,4,10
4/24/2020,Iphone Xs 64Gb garansi resmi Ibox Indonesia,E2330,2442,PM,Apple iPhone XS,Kota Administrasi Jakarta Timur,FALSE,11999900,1,0,0,80,100,5,8
4/24/2020,[NANO ESIM ] IPHONE 256GB XS 256 SPACE GREY / GOLD / SILVER,C909,3100,PM,Apple iPhone XS,Kota Administrasi Jakarta Barat,FALSE,14249000,999997,0,0,40,100,5,11
4/17/2020,XS 256GB ORIGINAL IPHONE XS 256GB NEW,C904,3311,PM,Apple iPhone XS,Kota Administrasi Jakarta Pusat,FALSE,15850000,999999,0,0,2,100,5,7
4/24/2020,Huawei honor 10 Ram 4/128GB garansi internasional - Hitam,D1525,1187,PM,Huawei Enjoy 10,Kota Administrasi Jakarta Selatan,FALSE,5000000,999985,0,0,10,100,20,56
4/10/2020,Huawei honor 10 Ram 4/128GB garansi internasional - Hitam,D1525,1187,PM,Huawei Enjoy 10,Kota Administrasi Jakarta Selatan,FALSE,5000000,999985,0,0,5,100,20,56
4/22/2020,Huawei honor 10 Ram 4/128GB garansi internasional - Hitam,D1525,1187,PM,Huawei Enjoy 10,Kota Administrasi Jakarta Selatan,FALSE,5000000,999985,0,0,12,100,20,56
4/28/2020,Huawei honor 10 Ram 4/128GB garansi internasional - Hitam,D1525,1187,PM,Huawei Enjoy 10,Kota Administrasi Jakarta Selatan,FALSE,5000000,999985,0,0,7,100,20,56
4/22/2020,Huawei P30 Lite 6/128 Ram 6gb Rom 128 Garansi Resmi,D1526,3328,PM,Huawei P30 lite,Kota Medan,FALSE,5000000,999995,0,0,3,100,30,49
4/10/2020,HUAWEI P30 LITE GARANSI RESMI,D1527,1253,PM,Huawei P30 lite,Kota Administrasi Jakarta Timur,FALSE,3199000,999998,0,0,5,99,40,63
4/11/2020,HUAWEI P30 Lite RAM 6/128 GARANSI RESMI - Hitam,E981,875,PM,Huawei P30 lite,Kota Administrasi Jakarta Barat,FALSE,2999000,999965,0,0,41,96,206,403
4/26/2020,HUAWEI P30 LITE RAM 6/128 GARANSI RESMI HUAWEI INDONESIA - Hitam,E114,13,PM,Huawei P30 lite,Kota Administrasi Jakarta Barat,FALSE,2989900,9992,0,0,51,97,26,33
4/14/2020,di jual huawei P30 lite ram 6 rom 128gb garansi resmi,D1528,1325,PM,Huawei P30 lite,Kota Administrasi Jakarta Selatan,FALSE,4000000,999959,0,0,5,99,25,63
4/30/2020,HUAWEI P30 Lite RAM 6/128 GARANSI RESMI - Biru,E2331,875,PM,Huawei P30 lite,Kota Administrasi Jakarta Barat,FALSE,2999000,999983,0,0,72,96,207,399
4/23/2020,HUAWEI P30 Lite - Hitam,E980,1282,PM,Huawei P30 lite,Kota Administrasi Jakarta Utara,FALSE,3166888,1,0,0,34,99,249,828
4/17/2020,HUAWEI P30 LITE GARANSI RESMI,D1527,1253,PM,Huawei P30 lite,Kota Administrasi Jakarta Timur,FALSE,3199000,999998,0,0,6,99,40,63
4/12/2020,di jual huawei P30 lite ram 6 rom 128gb garansi resmi,D1528,1325,PM,Huawei P30 lite,Kota Administrasi Jakarta Selatan,FALSE,4000000,999959,0,0,7,99,25,63
4/4/2020,HUAWEI P30 Lite 6GB/128GB - Hitam,D1529,3329,PM,Huawei P30 lite,Kab. Bekasi,FALSE,5000000,999956,0,0,8,96,25,128
4/7/2020,HUAWEI P30 Lite RAM 6/128 GARANSI RESMI HUAWEI - Hitam,F2078,28,PM,Huawei P30 lite,Kota Administrasi Jakarta Barat,FALSE,2939000,9996,0,0,127,96,51,87
4/15/2020,di jual huawei P30 lite ram 6 rom 128gb garansi resmi,D1528,1325,PM,Huawei P30 lite,Kota Administrasi Jakarta Selatan,FALSE,4000000,999959,0,0,6,99,25,63
4/30/2020,HUAWEI P30 LITE RAM 6/128 GARANSI RESMI HUAWEI INDONESIA - Hitam,E114,13,PM,Huawei P30 lite,Kota Administrasi Jakarta Barat,FALSE,2989900,9992,0,0,123,97,26,33
4/10/2020,di jual huawei P30 lite ram 6 rom 128gb garansi resmi,D1528,1325,PM,Huawei P30 lite,Kota Administrasi Jakarta Selatan,FALSE,4000000,999959,0,0,3,99,25,63
4/8/2020,HUAWEI P30 LITE RAM 6/128 GARANSI RESMI HUAWEI INDONESIA - Hitam,F753,912,PM,Huawei P30 lite,Kota Administrasi Jakarta Barat,FALSE,2969900,992,5939800,2,413,100,9,16
4/22/2020,HUAWEI P30 LITE RAM 6/128 GARANSI RESMI - Biru,F2079,3330,PM,Huawei P30 lite,Kota Bekasi,FALSE,2999000,2,14995000,5,1142,100,41,85
4/6/2020,Huawei P30 Lite Ram 6/128 GB,E2332,1170,PM,Huawei P30 lite,Kota Pekalongan,FALSE,4450000,7,0,0,34,98,13,44
4/5/2020,di jual huawei P30 lite ram 6 rom 128gb garansi resmi,D1528,1325,PM,Huawei P30 lite,Kota Administrasi Jakarta Selatan,FALSE,4000000,999959,0,0,8,99,25,63
4/22/2020,HUAWEI P30 Lite - Hitam,E980,1282,PM,Huawei P30 lite,Kota Administrasi Jakarta Utara,FALSE,3166888,1,0,0,63,99,249,828
4/18/2020,Huawei P30 Lite 6/128 Ram 6gb Rom 128 Garansi Resmi,D1526,3328,PM,Huawei P30 lite,Kota Medan,FALSE,5000000,999995,0,0,1,100,30,49
4/9/2020,HUAWEI P30 Lite RAM 6/128 GARANSI RESMI HUAWEI - Hitam,F2078,28,PM,Huawei P30 lite,Kota Administrasi Jakarta Barat,FALSE,2939000,9996,0,0,45,96,51,87
4/6/2020,HUAWEI P30 LITE RAM 6/128 GARANSI RESMI HUAWEI INDONESIA - Hitam,E114,13,PM,Huawei P30 lite,Kota Administrasi Jakarta Barat,FALSE,2989900,9992,0,0,35,97,26,33
4/10/2020,HUAWEI P30 Lite 6GB/128GB - Hitam,D1529,3329,PM,Huawei P30 lite,Kab. Bekasi,FALSE,5000000,999956,0,0,12,96,25,128
4/17/2020,Infinix S5 Lite 4/64 - Garansi Resmi - Biru Muda,F82,511,PM,Infinix S5 lite,Kota Bekasi,FALSE,1630000,5,3260000,2,694,99,123,175
4/4/2020,Infinix S5 Lite 4/64 GARANSI RESMI 1 TAHUN - Ungu,F2080,1377,PM,Infinix S5 lite,Kota Surabaya,FALSE,1649000,3,0,0,0,96,24,84
4/7/2020,Infinix S5 Lite 4/64GB,F2081,1594,PM,Infinix S5 lite,Kota Administrasi Jakarta Pusat,FALSE,1690000,3,0,0,3,100,6,26
4/1/2020,infinix S5 lite 4/64 garansi resmi indonesia - Biru,F2082,1056,PM,Infinix S5 lite,Kota Administrasi Jakarta Pusat,FALSE,1750000,3,1750000,1,7,100,11,19
4/3/2020,infinix S5 lite 4/64 garansi resmi indonesia - Biru,F2082,1056,PM,Infinix S5 lite,Kota Administrasi Jakarta Pusat,FALSE,1750000,3,0,0,8,100,11,19
4/8/2020,Infinix S5 Lite 4/64GB,F2081,1594,PM,Infinix S5 lite,Kota Administrasi Jakarta Pusat,FALSE,1690000,3,0,0,8,100,6,26
4/1/2020,Infinix S5 Lite 4/64 Ram 4Gb Rom 64Gb Garansi Resmi,F2083,1370,PM,Infinix S5 lite,Kota Semarang,FALSE,1636500,7,1636500,1,9,100,4,16
4/1/2020,Infinix S5 Lite 4GB 64GB 4/64 GB Garansi Resmi - Biru,F2084,1058,PM,Infinix S5 lite,Kota Administrasi Jakarta Pusat,FALSE,1665000,12,1665000,1,43,100,13,22
4/6/2020,Infinix S5 Lite 4/64 GARANSI RESMI 1 TAHUN - Ungu,F2080,1377,PM,Infinix S5 lite,Kota Surabaya,FALSE,1625000,3,0,0,20,96,24,84
4/1/2020,INFINIX S5 LITE 4/64 RAM,F2085,1048,PM,Infinix S5 lite,Kota Surabaya,FALSE,1665000,20,0,0,41,95,17,57
4/7/2020,INFINIX S5 LITE RAM 4GB ROM 64GB GARANSI RESMI - Ungu,F2086,1286,PM,Infinix S5 lite,Kota Administrasi Jakarta Utara,FALSE,1625000,5,-4875000,-3,42,97,14,39
4/12/2020,Infinix S5 Lite 4/64 - Garansi Resmi - Biru Muda,F82,511,PM,Infinix S5 lite,Kota Bekasi,FALSE,1630000,2,4890000,3,217,99,120,169
4/6/2020,Infinix S5 lite RAM 4/64 garansi resmi,F2087,1297,PM,Infinix S5 lite,Kab. Mojokerto,FALSE,1675000,4,0,0,2,100,6,16
4/28/2020,"INFINIX SMART 4 RAM 2GB INTERNAL 32GB GARANSI RESMI - Hijau, Infinix Smart 4",H7,2659,PM,Infinix Smart 4,Kab. Bogor,FALSE,1225000,2,0,0,23,98,52,204
4/28/2020,Infinix Smart 4 2/32 GB Garansi Resmi 1 Tahun - Random,G117,1469,PM,Infinix Smart 4,Kota Administrasi Jakarta Pusat,FALSE,1228000,5,0,0,27,98,47,102
4/28/2020,Infinix Smart 4 Ram 2/32GB Garansi Resmi - Random,F2088,1210,PM,Infinix Smart 4,Kab. Bekasi,FALSE,1223000,5,4892000,4,186,100,30,151
4/5/2020,infinik smart 4 2/32 - Hitam,F2089,2786,PM,Infinix Smart 4,Kab. Bekasi,FALSE,1159000,5,0,0,24,100,4,22
4/4/2020,Infinix Smart 4 2/32 Resmi,F763,1472,PM,Infinix Smart 4,Kota Bandung,FALSE,1159000,1,0,0,74,100,2,7
4/5/2020,infinix smart 4 2/32 garansi resmi,F2090,1148,PM,Infinix Smart 4,Kota Administrasi Jakarta Timur,FALSE,1200000,47,1200000,1,20,98,17,82
4/2/2020,Infinik Smart 4,F761,1466,PM,Infinix Smart 4,Kota Administrasi Jakarta Pusat,FALSE,1165000,8,0,0,17,100,7,18
4/3/2020,Infinik Smart 4,F761,1466,PM,Infinix Smart 4,Kota Administrasi Jakarta Pusat,FALSE,1165000,8,0,0,15,100,7,18
4/1/2020,INFINIX SMART 4 2/32 GARANSI RESMI - Biru,G382,1392,PM,Infinix Smart 4,Kota Bekasi,FALSE,1155000,1,11550000,10,58,97,19,44
4/27/2020,INFINIX SMART 4 32GB,F2091,2080,PM,Infinix Smart 4,Kab. Bekasi,FALSE,1225000,21,9800000,8,181,99,34,96
4/12/2020,Infinix Smart 4 2GB 32GB 2/32 GB Garansi Resmi - Ungu,F2092,1058,PM,Infinix Smart 4,Kota Administrasi Jakarta Pusat,FALSE,1275000,8,0,0,165,98,59,166
4/1/2020,Infinix smart 4 ram 2 internal 32 garansi resmi 1tahun,F2093,1066,PM,Infinix Smart 4,Kota Semarang,FALSE,1299500,8,0,0,4,100,3,27
4/1/2020,infinix smart 4 2/32 garansi resmi,F2090,1148,PM,Infinix Smart 4,Kota Administrasi Jakarta Timur,FALSE,1200000,50,0,0,45,98,17,79
4/8/2020,infinik smart 4 2/32 - Ungu,F2094,2786,PM,Infinix Smart 4,Kab. Bekasi,FALSE,1199000,100,0,0,15,100,4,23
4/12/2020,INFINIX SMART 4 2/32 GARANSI RESMI - Ungu,F2095,1392,PM,Infinix Smart 4,Kota Bekasi,FALSE,1265000,1,2530000,2,140,98,23,46
4/28/2020,INFINIX SMART 4 2/32GB 100% ORIGINAL GARANSI RESMI 1 TAHUN - Hitam,F2096,978,PM,Infinix Smart 4,Kab. Tangerang,FALSE,1225000,30,3675000,3,127,100,17,63
4/30/2020,INFINIX SMART 4 GARANSI RESMI 2/32GB - Ungu,G383,1275,PM,Infinix Smart 4,Kota Administrasi Jakarta Pusat,FALSE,1235000,1,3705000,3,70,99,24,52
4/9/2020,Infinix Smart 4 2GB 32GB 2/32 GB Garansi Resmi - Ungu,F2092,1058,PM,Infinix Smart 4,Kota Administrasi Jakarta Pusat,FALSE,1275000,8,0,0,85,98,58,166
4/3/2020,INFINIX SMART 4 2/32 GARANSI RESMI - Ungu,F2095,1392,PM,Infinix Smart 4,Kota Bekasi,FALSE,1185000,1,0,0,18,98,21,44
4/1/2020,INFINIX SMART 4 RAM 2GB-32GB GARANSI RESMI WARNA RANDOM - RANDOM,F2097,1595,PM,Infinix Smart 4,Kota Administrasi Jakarta Utara,FALSE,1300000,1,0,0,0,100,9,35
4/30/2020,Infinix Smart 4 2/32 GB Garansi Resmi 1 Tahun - Random,G117,1469,PM,Infinix Smart 4,Kota Administrasi Jakarta Pusat,FALSE,1219000,5,0,0,75,98,47,102
4/17/2020,Oppo A31 Ram 4/128Gb,F2098,905,PM,Oppo A31 (2015),Kota Administrasi Jakarta Pusat,FALSE,2799000,9942,0,0,2,100,24,58
4/30/2020,Oppo A31 Ram 4/128Gb,F2098,905,PM,Oppo A31 (2015),Kota Administrasi Jakarta Pusat,FALSE,2799000,9940,0,0,2,100,27,60
4/21/2020,OPPO A31 RAM 4GB - 128GB GARANSI RESMI BY OPPO,G384,909,PM,Oppo A31 (2015),Kota Administrasi Jakarta Barat,FALSE,2475000,1,4950000,2,28,100,39,87
4/17/2020,OPPO A31 RAM 4/128 GARANSI RESMI OPPO INDONESIA - Hitam,F769,928,PM,Oppo A31 (2015),Kota Administrasi Jakarta Barat,FALSE,2519000,9961,2519000,1,54,95,39,72
4/15/2020,OPPO A31 RAM 4/128 GARANSI RESMI OPPO INDONESIA - Hitam,F769,928,PM,Oppo A31 (2015),Kota Administrasi Jakarta Barat,FALSE,2519000,9962,0,0,93,95,37,75
4/19/2020,Oppo A31 Ram 4/128Gb,F2098,905,PM,Oppo A31 (2015),Kota Administrasi Jakarta Pusat,FALSE,2799000,9942,0,0,2,100,24,58
4/7/2020,OPPO A31 RAM 4/128gb FANTASY WHITE N BLACK RESMI,F2099,1339,PM,Oppo A31 (2015),Kota Bekasi,FALSE,2690000,8,0,0,12,91,7,34
4/7/2020,OPPO A31 RAM 4/128 GB GARANSI RESMI OPPO INDO - Mystery Black,F2100,1406,PM,Oppo A31 (2015),Kota Depok,FALSE,2499000,482,0,0,37,98,15,47
4/5/2020,OPPO A31 RAM 4/128gb FANTASY WHITE N BLACK RESMI,F2099,1339,PM,Oppo A31 (2015),Kota Bekasi,FALSE,2690000,8,0,0,9,90,6,34
4/13/2020,OPPO A31 RAM 4/128 GARANSI RESMI OPPO INDONESIA - Black,F768,3,PM,Oppo A31 (2015),Kota Administrasi Jakarta Barat,FALSE,2499900,42,0,0,16,100,22,35
4/4/2020,OPPO A31 RAM 4/128 GB GARANSI RESMI OPPO INDO - Mystery Black,F2100,1406,PM,Oppo A31 (2015),Kota Depok,FALSE,2499000,483,0,0,85,98,15,46
4/6/2020,OPPO A31 RAM 4/128 GARANSI RESMI OPPO INDONESIA - Hitam,F769,928,PM,Oppo A31 (2015),Kota Administrasi Jakarta Barat,FALSE,2499000,9968,0,0,20,97,34,66
4/16/2020,OPPO A31 RAM 4GB - 128GB GARANSI RESMI BY OPPO,G384,909,PM,Oppo A31 (2015),Kota Administrasi Jakarta Barat,FALSE,2485000,1,0,0,37,100,36,83
4/5/2020,OPPO A31 RAM 4/128 GB GARANSI RESMI OPPO INDO - Mystery Black,F2100,1406,PM,Oppo A31 (2015),Kota Depok,FALSE,2499000,482,2499000,1,17,98,15,47
4/3/2020,OPPO A31 Ram 4/128 Garansi Resmi OPPO 1 Tahun,F2101,883,PM,Oppo A31 (2015),Kota Surabaya,FALSE,2350000,85,0,0,0,100,6,20
4/24/2020,Oppo A31 [4GB / 128GB] Original - GARANSI RESMI 1 TAHUN - Bonus 1,F771,49,PM,Oppo A31 (2015),Kota Administrasi Jakarta Barat,FALSE,2556000,22,0,0,2,100,75,79
4/24/2020,OPPO A31 RAM 4/128 GARANSI RESMI OPPO INDONESIA - Hitam,F769,928,PM,Oppo A31 (2015),Kota Administrasi Jakarta Barat,FALSE,2489000,9959,0,0,50,95,40,73
4/20/2020,Oppo A31 [4GB / 128GB] Original - GARANSI RESMI 1 TAHUN - Bonus 1,F771,49,PM,Oppo A31 (2015),Kota Administrasi Jakarta Barat,FALSE,2551000,22,0,0,6,100,74,79
4/13/2020,Oppo A31 Ram 4 Rom 128 Garansi Resmi,F2102,957,PM,Oppo A31 (2015),Kota Administrasi Jakarta Pusat,FALSE,2750000,12,0,0,1,100,22,42
4/25/2020,oppo a31 2020 garansi resmi 1 tahun oppo indonesia,F2103,3101,PM,Oppo A31 (2020),Kota Administrasi Jakarta Pusat,FALSE,2540000,2,0,0,2,100,2,3
4/5/2020,OPPO A31 2020 RAM 4/128 GB GARANSI RESMI OPPO INDONESIA - Hitam,G385,875,PM,Oppo A31 (2020),Kota Administrasi Jakarta Barat,FALSE,2549000,940,0,0,111,97,56,131
4/15/2020,OPPO A31 2020 RAM 4/128 GB GARANSI RESMI OPPO INDONESIA - Hitam,G385,875,PM,Oppo A31 (2020),Kota Administrasi Jakarta Barat,FALSE,2549000,935,0,0,55,97,65,146
4/21/2020,oppo a31 2020 garansi resmi 1 tahun oppo indonesia,F2103,3101,PM,Oppo A31 (2020),Kota Administrasi Jakarta Pusat,FALSE,2540000,2,0,0,1,100,2,3
4/26/2020,oppo a31 2020 garansi resmi 1 tahun oppo indonesia,F2103,3101,PM,Oppo A31 (2020),Kota Administrasi Jakarta Pusat,FALSE,2540000,2,0,0,1,100,2,3
4/28/2020,OPPO A5s 3GB/32GB Garansi Resmi 1 Tahun,E991,1409,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Pusat,FALSE,1909000,9971,0,0,8,96,44,212
4/10/2020,Handphone Oppo A5s,D584,965,PM,Oppo A5s (AX5s),Kota Yogyakarta,FALSE,2000000,999964,0,0,6,99,36,53
4/5/2020,OPPO A5S RAM3/32 GARANSI RESMI OPPO 1 TAHUN,D1530,982,PM,Oppo A5s (AX5s),Kota Surabaya,FALSE,1799000,9881,10794000,6,95,96,75,199
4/12/2020,Oppo A5s Garansi Resmi Oppo,D583,1204,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Timur,FALSE,2100000,999891,0,0,8,99,63,199
4/9/2020,oppo A5s - Merah,D565,68,PM,Oppo A5s (AX5s),Kota Surabaya,FALSE,2000000,999912,2000000,1,10,100,181,433
4/6/2020,OPPO A5S GARANSI RESMI 3/32 BLACK/BLUE/RED,F779,1481,PM,Oppo A5s (AX5s),Kab. Jepara,FALSE,1899999,999905,0,0,3,100,9,94
4/8/2020,OPPO A5S RAM 3/32GB GARANSI RESMI OPPO 1 TAHUN - Hitam,D1531,983,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Barat,FALSE,1850000,9979,5550000,3,35,98,18,55
4/4/2020,OPPO A5S 3/32gb Garansi Resmi Oppo 1thn,E1004,1208,PM,Oppo A5s (AX5s),Kab. Tangerang,FALSE,2099000,6,0,0,10,100,154,606
4/24/2020,Oppo A5s - Merah,E1005,1292,PM,Oppo A5s (AX5s),Kab. Sleman,FALSE,2000000,9965,0,0,3,99,26,81
4/27/2020,HP Oppo A5S RAM 2/32 GB,D1532,2364,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Pusat,FALSE,2500000,999988,0,0,1,100,29,84
4/22/2020,Oppo A5S 3/32 Garansi Resmi - Hitam,F2104,1391,PM,Oppo A5s (AX5s),Kab. Bekasi,FALSE,1900000,2,0,0,2,99,35,62
4/14/2020,(Ram 3GB/32GB) Oppo A5S Garansi Resmi - Merah,F774,1086,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Barat,FALSE,1939000,3,0,0,9,98,131,362
4/15/2020,OPPO A5S RAM 2/32 GB GARANSI RESMI OPPO INDONESIA - Hitam,D566,875,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Barat,FALSE,1895000,999989,1895000,1,16,98,169,370
4/12/2020,OPPO A5S 3/32 GB Original Garansi Resmi - Merah,D570,973,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Barat,FALSE,1949000,993,-5847000,-3,555,97,138,382
4/16/2020,Oppo A5s 3/32 new garansi resmi oppo 1 tahun,D1533,1114,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Pusat,FALSE,1900000,999999,0,0,2,100,21,33
4/23/2020,Oppo A5s ram 3gb/32gb garansi resmi oppo 1 tahun,D1534,2507,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Pusat,FALSE,1925000,5,0,0,2,100,21,57
4/12/2020,OPPO A5S RAM 3/32 GARANSI RESMI OPPO 1 TAHUN,D1535,1223,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Timur,FALSE,1899000,999996,0,0,1,100,24,48
4/26/2020,OPPO A5S RAM 2/32 GARANSI RESMI OPPO INDONESIA - Hitam,D153,13,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Barat,FALSE,1879900,9995,0,0,7,97,145,257
4/15/2020,HP Oppo A5S RAM 2/32 GB,D1532,2364,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Pusat,FALSE,2500000,999988,0,0,4,100,29,84
4/13/2020,OPPO A5s RAM 2/32 GB,D1536,3331,PM,Oppo A5s (AX5s),Kab. Sukoharjo,FALSE,1990000,1,0,0,1,96,32,68
4/28/2020,Oppo A5S 3GB / 32GB Garansi Resmi - Biru,E115,19,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Barat,FALSE,1875000,4,0,0,89,95,70,241
4/4/2020,A5S RAM 3/32 GARANSI RESMI OPPO,E1003,896,PM,Oppo A5s (AX5s),Kota Surabaya,FALSE,1875000,34,3750000,2,16,99,43,106
4/15/2020,OPPO A5s Ram 3Gb Internal 32Gb Garansi Resmi 1 Tahun,D1537,883,PM,Oppo A5s (AX5s),Kota Surabaya,FALSE,1925000,999917,0,0,31,97,112,236
4/29/2020,Oppo A5S 3/32 - Resmi Oppo,F777,1155,PM,Oppo A5s (AX5s),Kab. Bekasi,FALSE,1950000,2,0,0,1,99,42,115
4/1/2020,OPPO A5S RAM 3/32 GARANSI RESMI OPPO INDONESIA - Hitam,D163,13,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Barat,FALSE,1869900,9879,-20568900,-11,61,98,546,1021
4/6/2020,"OPPO A5S RAM 3GB INTERNAL 32GB 3/32 - BLUE, RED & BLACK - RED",E2333,976,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Pusat,FALSE,1843000,6,0,0,8,98,91,244
4/18/2020,OPPO A5s 2GB/32GB - Black,D1538,2495,PM,Oppo A5s (AX5s),Kota Malang,FALSE,2000000,999983,0,0,2,100,19,37
4/11/2020,New oppo A5s ram2/32gb,E2334,945,PM,Oppo A5s (AX5s),Kota Surabaya,FALSE,2000000,1,0,0,3,100,24,62
4/2/2020,OPPO A5S RAM 3/32Gb Garansi ResmiOppo Indonesia - Merah,D1539,928,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Barat,FALSE,1949000,14,0,0,8,99,180,284
4/11/2020,"OPPO A5S RAM 3GB INTERNAL 32GB 3/32 - BLUE, RED & BLACK - RED",E2333,976,PM,Oppo A5s (AX5s),Kota Administrasi Jakarta Pusat,FALSE,1843000,6,0,0,15,98,93,245
