date,sku_name,product_id,merchant_code,merchant_badge,product_type,merchant_city,cod,price,stock,daily_gmv,daily_sold,daily_view,rating,total_review,total_sold
3/11/2020,HUAWEI NOVA 5T RAM 8GB INTERNAL 128GB,E1,1,PM,Huawei nova 5T,Kota Kediri,FALSE,4500000,1,0,0,0,95,37,74
3/26/2020,Huawei Nova 5T (8GB/128GB) - Crush Green,F1,2,OS,Huawei nova 5T,Kota Administrasi Jakarta Utara,FALSE,4999000,5,0,0,0,0,0,2
3/23/2020,HUAWEI NOVA 5T RAM 8/128 GARANSI RESMI HUAWEI INDONESIA - Biru,F2,3,PM,Huawei nova 5T,Kota Administrasi Jakarta Barat,FALSE,4589900,16,0,0,0,96,12,19
4/29/2020,HUAWEI NOVA 5T RAM 8/128GB GARANSI RESMI HUAWEI INDONESIA TERMURAH - Ungu,E2,4,OS,Huawei nova 5T,Kota Surabaya,FALSE,4698500,5,0,0,0,99,42,63
4/15/2020,nokia 3310 reborn,C1,5,RM,Nokia 1,Kab. Bangkalan,TRUE,1000000,999999,0,0,3,100,18,82
4/24/2020,NOKIA 2720 FLIP 2019 NEW - 100% ORI NOKIA - BNIB,F3,6,RM,Nokia 1,Kota Batam,FALSE,1510000,80,0,0,50,94,47,169
4/19/2020,nokia 105,C2,7,RM,Nokia 1,Kab. Nganjuk,TRUE,720000,999999,0,0,1,98,24,24
4/28/2020,Hp Nokia X1,C3,8,RM,Nokia 1,Kota Semarang,FALSE,4015000,999999,0,0,2,100,21,21
4/8/2020,NOKIA 2720 FLIP 2019 NEW - 100% ORI NOKIA - BNIB,F3,6,RM,Nokia 1,Kota Batam,FALSE,1510000,82,6040000,4,76,93,45,172
4/23/2020,OPPO A7 RAM 4/64 GARANSI RESMI OPPO INDONESIA,E3,9,RM,Oppo A7,Kota Administrasi Jakarta Utara,FALSE,2100000,999952,0,0,17,96,37,87
4/21/2020,Oppo A7 Ram 4/64Gb Garansi Resmi - Gold,E4,10,RM,Oppo A7,Kota Tangerang Selatan,FALSE,2050000,999999,0,0,16,91,59,123
4/25/2020,Oppo A7 Ram 4/64Gb Garansi Resmi - Gold,E4,10,RM,Oppo A7,Kota Tangerang Selatan,FALSE,2050000,999999,0,0,3,91,59,123
4/18/2020,OPPO A7 RAM 4/64 GARANSI RESMI OPPO INDONESIA,E3,9,RM,Oppo A7,Kota Administrasi Jakarta Utara,FALSE,2100000,999952,0,0,8,96,37,87
4/13/2020,Oppo A7 Ram 4/64Gb Garansi Resmi - Gold,E4,10,RM,Oppo A7,Kota Tangerang Selatan,FALSE,2050000,999999,0,0,4,91,59,123
4/12/2020,Oppo A7 Ram 4/64 Gb Garansi Resmi Oppo,D1,11,RM,Oppo A7,Kota Tangerang Selatan,FALSE,2050000,9956,0,0,13,87,123,284
4/23/2020,Oppo A7 Ram 4/64 Gb Garansi Resmi Oppo,D1,11,RM,Oppo A7,Kota Tangerang Selatan,FALSE,2050000,9950,2050000,1,46,88,124,284
4/23/2020,OPPO A7 RAM 3/64GB GARANSI RESMI OPPO INDONESIA,D2,12,RM,Oppo A7,Kota Administrasi Jakarta Utara,FALSE,2499000,999951,0,0,2,100,22,78
4/22/2020,Oppo A7 Ram 4/64Gb Garansi Resmi - Gold,E4,10,RM,Oppo A7,Kota Tangerang Selatan,FALSE,2050000,999999,0,0,7,91,59,123
4/11/2020,Oppo A7 Ram 4/64 Gb Garansi Resmi Oppo,D1,11,RM,Oppo A7,Kota Tangerang Selatan,FALSE,2050000,9956,0,0,16,87,122,284
4/13/2020,Oppo A7 Ram 4/64 Gb Garansi Resmi Oppo,D1,11,RM,Oppo A7,Kota Tangerang Selatan,FALSE,2050000,9956,0,0,9,87,123,284
4/10/2020,OPPO A7 RAM 4/64 GARANSI RESMI OPPO INDONESIA - Emas,C4,13,RM,Oppo A7,Kota Administrasi Jakarta Barat,FALSE,2049900,84,20499000,10,37,98,391,625
4/21/2020,nokia 3310 reborn,C1,5,RM,Nokia 1,Kab. Bangkalan,TRUE,1000000,999999,0,0,1,100,18,82
4/21/2020,oppo A9 2020 ram 8/128gb garansi resmi,E5,12,RM,Oppo A9,Kota Administrasi Jakarta Utara,FALSE,4100000,999959,0,0,1,98,29,45
4/11/2020,OPPO A9 2020,E6,14,RM,Oppo A9,Kota Administrasi Jakarta Timur,FALSE,3999000,9962,0,0,2,100,40,48
4/25/2020,oppo A9 2020 ram 8/128gb garansi resmi,E5,12,RM,Oppo A9,Kota Administrasi Jakarta Utara,FALSE,4100000,999959,0,0,1,98,29,45
4/26/2020,OPPO A9 2020 8/128GB GARANSI RESMI OPPO 1 TAHUN 8/128 GB - BONUS SATU,F4,15,RM,Oppo A9,Kota Administrasi Jakarta Barat,FALSE,3430000,5,0,0,24,96,228,271
4/29/2020,[NEW] Oppo A9 2020 8/128 GB Garansi Resmi RAM 8GB Internal 128GB,E7,16,RM,Oppo A9,Kota Administrasi Jakarta Barat,FALSE,3575000,840,0,0,14,94,119,261
4/16/2020,OPPO A9 2020 RAM 8/128GB GARANSI RESMI,E8,11,RM,Oppo A9,Kota Tangerang Selatan,FALSE,3199000,999752,-108766000,-34,181,85,145,333
4/26/2020,OPPO A9 2020 RAM 8/128GB GARANSI RESMI,E8,11,RM,Oppo A9,Kota Tangerang Selatan,FALSE,3150000,999749,0,0,199,84,154,345
4/19/2020,[NEW] Oppo A9 2020 8/128 GB Garansi Resmi RAM 8GB Internal 128GB,E7,16,RM,Oppo A9,Kota Administrasi Jakarta Barat,FALSE,3575000,840,0,0,14,94,119,261
4/25/2020,hp Oppo a9 2020,F5,17,RM,Oppo A9,Kota Administrasi Jakarta Barat,FALSE,4000000,9925,0,0,3,100,32,75
4/7/2020,[NEW] Oppo A9 2020 8/128 GB Garansi Resmi RAM 8GB Internal 128GB,E7,16,RM,Oppo A9,Kota Administrasi Jakarta Barat,FALSE,3575000,840,0,0,262,94,118,260
4/5/2020,[NEW] Oppo A9 2020 8/128 GB Garansi Resmi RAM 8GB Internal 128GB,E7,16,RM,Oppo A9,Kota Administrasi Jakarta Barat,FALSE,3575000,840,0,0,8,94,118,273
4/27/2020,Oppo A9 2020 ram 8/128 original - Hijau,E9,18,RM,Oppo A9,Kota Pekanbaru,FALSE,3990100,9993,0,0,1,100,23,26
4/24/2020,OPPO A9 2020 8/128GB GARANSI RESMI OPPO 1 TAHUN 8/128 GB - BONUS SATU,F4,15,RM,Oppo A9,Kota Administrasi Jakarta Barat,FALSE,3435000,5,0,0,14,96,228,271
4/9/2020,oppo A9 2020 ram 8/128gb garansi resmi,E5,12,RM,Oppo A9,Kota Administrasi Jakarta Utara,FALSE,4100000,999959,0,0,12,98,29,45
4/20/2020,oppo A9 2020 ram 8/128gb garansi resmi,E5,12,RM,Oppo A9,Kota Administrasi Jakarta Utara,FALSE,4100000,999959,0,0,2,98,29,45
4/22/2020,OPPO A9 2020 8/128GB GARANSI RESMI OPPO 1 TAHUN 8/128 GB - BONUS SATU,F4,15,RM,Oppo A9,Kota Administrasi Jakarta Barat,FALSE,3435000,5,0,0,15,96,227,271
4/16/2020,Oppo A9 2020 8/128GB Garansi Resmi A9 2020 RAM 8 GB Internal 128 GB,E10,19,RM,Oppo A9,Kota Administrasi Jakarta Barat,FALSE,3575000,9975,0,0,57,93,48,119
4/26/2020,hp Oppo a9 2020,F5,17,RM,Oppo A9,Kota Administrasi Jakarta Barat,FALSE,4000000,9925,0,0,3,100,32,75
4/6/2020,[NEW] Oppo A9 2020 8/128 GB Garansi Resmi RAM 8GB Internal 128GB,E7,16,RM,Oppo A9,Kota Administrasi Jakarta Barat,FALSE,3575000,840,-46475000,-13,116,94,118,260
4/21/2020,OPPO A9 2020 8/128GB GARANSI RESMI OPPO 1 TAHUN 8/128 GB - BONUS SATU,F4,15,RM,Oppo A9,Kota Administrasi Jakarta Barat,FALSE,3435000,5,0,0,14,96,227,271
4/20/2020,Oppo F3 Ram 4gb Rom 64gb Garansi Resmi,A1,11,RM,Oppo F3,Kota Tangerang Selatan,FALSE,3149000,999999,0,0,9,90,238,395
4/11/2020,Oppo F3 Ram 4gb Rom 64gb Garansi Resmi,A2,10,RM,Oppo F3,Kota Tangerang Selatan,FALSE,3199000,999999,0,0,2,94,56,91
4/26/2020,Oppo F3 Ram 4 - Rom 64 GARANSI RESMI DUAL SELFIE CAMERA,C5,20,RM,Oppo F3,Kota Administrasi Jakarta Utara,FALSE,3632000,999999,0,0,2,100,30,60
4/14/2020,OPPO F3 RAM 4/64 - Emas,B1,13,RM,Oppo F3,Kota Administrasi Jakarta Barat,FALSE,2799900,999999,0,0,4,96,120,183
4/23/2020,OPPO F3 GARANSI RESMI OPPO ( GOLD & ROSEGOLD ) - Emas,C6,13,RM,Oppo F3,Kota Administrasi Jakarta Barat,FALSE,2799900,999999,0,0,4,95,42,67
4/10/2020,Oppo A7 Ram 4/64 Gb Garansi Resmi Oppo,D1,11,RM,Oppo A7,Kota Tangerang Selatan,FALSE,2050000,9955,0,0,18,87,122,284
4/30/2020,Oppo A7 Ram 4/64Gb Garansi Resmi - Gold,E4,10,RM,Oppo A7,Kota Tangerang Selatan,FALSE,2050000,999999,0,0,2,91,59,124
4/9/2020,Nokia asha 210,C7,21,RM,Nokia 1,Kab. Bogor,FALSE,1750000,21,0,0,41,100,24,36
4/12/2020,Nokia 3 2/16 garansi resmi nokia 1 tahun,C8,21,RM,Nokia 1,Kab. Bogor,FALSE,2000000,16,0,0,1,100,32,57
4/21/2020,Oppo F3 Ram 4gb Rom 64gb Garansi Resmi,A1,11,RM,Oppo F3,Kota Tangerang Selatan,FALSE,3149000,999999,0,0,8,90,238,395
4/28/2020,Oppo F3 Ram 4gb Rom 64gb Garansi Resmi,A2,10,RM,Oppo F3,Kota Tangerang Selatan,FALSE,3199000,999999,0,0,2,94,56,91
4/29/2020,Oppo F3 Ram 4gb Rom 64gb Garansi Resmi,A2,10,RM,Oppo F3,Kota Tangerang Selatan,FALSE,3199000,999999,0,0,2,94,56,91
4/27/2020,Oppo F3 Ram 4gb Rom 64gb Garansi Resmi,A2,10,RM,Oppo F3,Kota Tangerang Selatan,FALSE,3199000,999999,0,0,3,94,56,91
4/26/2020,Oppo F5 Ram 4GB - Rom 32GB GARANSI RESMI OPPO 1 THN,C9,20,RM,Oppo F5,Kota Administrasi Jakarta Utara,FALSE,2899000,999999,0,0,3,97,31,61
4/19/2020,Oppo F5 4/64 - Hitam,D3,22,RM,Oppo F5,Kota Administrasi Jakarta Utara,FALSE,2500000,999998,0,0,1,100,18,23
4/12/2020,Oppo F5,C10,23,RM,Oppo F5,Kota Administrasi Jakarta Pusat,FALSE,3400000,999999,0,0,1,100,24,36
4/30/2020,Oppo F5,C10,23,RM,Oppo F5,Kota Administrasi Jakarta Pusat,FALSE,3400000,999999,0,0,1,100,24,36
4/12/2020,Oppo F5 Ram 4GB - Rom 32GB GARANSI RESMI OPPO 1 THN,C9,20,RM,Oppo F5,Kota Administrasi Jakarta Utara,FALSE,2899000,999999,0,0,3,97,31,61
4/29/2020,Oppo F5 4/64 - Hitam,D3,22,RM,Oppo F5,Kota Administrasi Jakarta Utara,FALSE,2500000,999998,0,0,1,100,18,23
4/11/2020,Oppo F5 4/64 - Hitam,D3,22,RM,Oppo F5,Kota Administrasi Jakarta Utara,FALSE,2500000,999998,0,0,1,100,18,23
4/13/2020,OPPO F5 RAM 4 GB ROM 32 GB GARANSI RESMI,B2,10,RM,Oppo F5,Kota Tangerang Selatan,FALSE,2850000,999998,0,0,2,94,98,188
4/19/2020,OPPO F5 / GARANSI RESMI OPPO INDONESIA 1TH - Hitam,B3,13,RM,Oppo F5,Kota Administrasi Jakarta Barat,FALSE,2499900,999999,0,0,3,96,216,383
4/21/2020,Oppo F5 4/64 - Hitam,D3,22,RM,Oppo F5,Kota Administrasi Jakarta Utara,FALSE,2500000,999998,0,0,1,100,18,23
4/16/2020,Oppo F5,C10,23,RM,Oppo F5,Kota Administrasi Jakarta Pusat,FALSE,3400000,999999,0,0,1,100,24,36
4/28/2020,Oppo F5 Ram 4GB - Rom 32GB GARANSI RESMI OPPO 1 THN,C9,20,RM,Oppo F5,Kota Administrasi Jakarta Utara,FALSE,2899000,999999,0,0,2,97,31,61
4/11/2020,OPPO F5 RAM 4 GB INTERNAL 32 GB GARANSI RESMI OPPO,B4,11,RM,Oppo F5,Kota Tangerang Selatan,FALSE,2799000,999999,0,0,2,92,136,283
4/30/2020,OPPO F5 RAM 4 GB ROM 32 GB GARANSI RESMI,B2,10,RM,Oppo F5,Kota Tangerang Selatan,FALSE,2850000,999998,0,0,1,94,98,188
4/11/2020,OPPO F5 / GARANSI RESMI OPPO INDONESIA 1TH - Hitam,B3,13,RM,Oppo F5,Kota Administrasi Jakarta Barat,FALSE,2499900,999999,0,0,3,96,216,383
4/20/2020,"Oppo F5 new READY BLACK  BONUS POWERBANK,TONSIS,IRING N ANTI CRACK",B5,24,RM,Oppo F5,Kota Tangerang,FALSE,3689000,121,0,0,1,95,35,42
4/10/2020,OPPO F5 BLACK / GARANSI RESMI OPPO INDONESIA 1TH - Hitam,B6,13,RM,Oppo F5,Kota Administrasi Jakarta Barat,FALSE,2499900,999999,0,0,4,97,65,116
4/11/2020,Oppo F5 Ram 4GB - Rom 32GB GARANSI RESMI OPPO 1 THN,C9,20,RM,Oppo F5,Kota Administrasi Jakarta Utara,FALSE,2899000,999999,0,0,1,97,31,61
4/26/2020,Oppo F7 - Merah,C11,22,RM,Oppo F7,Kota Administrasi Jakarta Utara,FALSE,3500000,999999,0,0,2,100,26,26
4/25/2020,Oppo F7 Grs Resmi Oppo Indonesia,B7,25,RM,Oppo F7,Kota Administrasi Jakarta Utara,FALSE,3299000,999999,0,0,3,98,55,90
4/22/2020,Oppo F7 Grs Resmi Oppo Indonesia,B7,25,RM,Oppo F7,Kota Administrasi Jakarta Utara,FALSE,3299000,999999,0,0,6,98,55,90
4/17/2020,OPPO F7 4/64GB,C12,26,RM,Oppo F7,Kota Administrasi Jakarta Utara,FALSE,4250000,999986,0,0,2,100,18,44
4/16/2020,Oppo F7 Grs Resmi Oppo Indonesia,B7,25,RM,Oppo F7,Kota Administrasi Jakarta Utara,FALSE,3299000,999999,0,0,1,98,55,90
4/18/2020,OPPO F7 4/64GB,C12,26,RM,Oppo F7,Kota Administrasi Jakarta Utara,FALSE,4250000,999986,0,0,2,100,18,44
4/14/2020,OPPO F7 RAM 4/64 GARANSI RESMI OPPO INDONESIA 1TH - Hitam,B8,13,RM,Oppo F7,Kota Administrasi Jakarta Barat,FALSE,2599900,999986,0,0,12,97,168,311
4/14/2020,Oppo F7 Ram 4 GB Internal 64 GB Garansi Resmi Oppo,C13,10,RM,Oppo F7,Kota Tangerang Selatan,FALSE,2799000,9998,0,0,4,91,95,214
4/22/2020,OPPO F7 RAM 4/64 GARANSI RESMI OPPO INDONESIA 1TH - Hitam,B8,13,RM,Oppo F7,Kota Administrasi Jakarta Barat,FALSE,2599900,999986,0,0,8,97,168,311
4/20/2020,Oppo F7 Grs Resmi Oppo Indonesia,B7,25,RM,Oppo F7,Kota Administrasi Jakarta Utara,FALSE,3299000,999999,0,0,2,98,55,90
4/7/2020,Vivo S1 ram 4/128gb garansi resmi 1th vivo indonesia,F6,27,RM,vivo S1,Kota Surabaya,FALSE,2475000,50,0,0,31,88,45,81
4/17/2020,VIVO S1 RAM 4/128 GARANSI RESMI VIVO INDONESIA - Cosmic Green,E11,13,RM,vivo S1,Kota Administrasi Jakarta Barat,FALSE,2599900,9952,0,0,68,99,646,887
4/25/2020,VIVO V5 GRS RESMI 2 TAHUN / RAM 4/32 GB / CAMERA 20 MP,A3,28,RM,vivo V5,Kota Administrasi Jakarta Barat,FALSE,3199000,999999,0,0,1,93,66,110
4/30/2020,VIVO V5 GRS RESMI 2 TAHUN / RAM 4/32 GB / CAMERA 20 MP,A3,28,RM,vivo V5,Kota Administrasi Jakarta Barat,FALSE,3199000,999999,0,0,5,93,66,110
4/18/2020,VIVO V7 / GARANSI RESMI VIVO INDONESIA 2TH - Hitam,B9,13,RM,vivo V7,Kota Administrasi Jakarta Barat,FALSE,2649900,999999,0,0,4,96,53,86
4/9/2020,Vivo V9 Black New Garansi Resmi,C14,29,RM,vivo V9,Kota Administrasi Jakarta Pusat,FALSE,4690000,999999,0,0,28,100,20,60
4/30/2020,Vivo V9 Black New Garansi Resmi,C14,29,RM,vivo V9,Kota Administrasi Jakarta Pusat,FALSE,4690000,999999,0,0,1,100,20,60
4/13/2020,"Vivo V9 android 8'1 Oreo,Ram 4GB 64GB Garansi Resmi 1 tahun - Hitam",B10,30,RM,vivo V9,Kota Pontianak,FALSE,3700000,999999,0,0,1,100,31,41
4/29/2020,Vivo V9 Black New Garansi Resmi,C14,29,RM,vivo V9,Kota Administrasi Jakarta Pusat,FALSE,4690000,999999,0,0,1,100,20,60
4/28/2020,HONOR 7S RAM 2/16GB GARANSI RESMI HONOR INDONESIA - Hitam,C15,31,RM,Honor 7S,Kota Administrasi Jakarta Pusat,FALSE,1295000,999999,0,0,2,98,53,69
4/15/2020,HONOR 7S RAM 2/16GB GARANSI RESMI HONOR INDONESIA - Hitam,C15,31,RM,Honor 7S,Kota Administrasi Jakarta Pusat,FALSE,1295000,999999,0,0,1,98,53,69
4/26/2020,HONOR 7S RAM 2/16GB GARANSI RESMI HONOR INDONESIA - Hitam,C15,31,RM,Honor 7S,Kota Administrasi Jakarta Pusat,FALSE,1295000,999999,0,0,3,98,53,69
4/18/2020,HONOR 7S RAM 2/16GB GARANSI RESMI HONOR INDONESIA - Hitam,C15,31,RM,Honor 7S,Kota Administrasi Jakarta Pusat,FALSE,1295000,999999,0,0,1,98,53,69
4/15/2020,Nokia asha 210,C7,21,RM,Nokia 1,Kab. Bogor,FALSE,1750000,21,0,0,2,100,24,36
4/19/2020,OPPO A1K 32GB Garansi Resmi Oppo Indonesia,E12,19,RM,Oppo A1k,Kota Administrasi Jakarta Barat,FALSE,1615000,999902,0,0,3,97,52,216
4/28/2020,Oppo A1K (2GB/32GB) 32GB Memory | 4000mAh Battery - Official Warranty - Bonus Satu,F7,32,RM,Oppo A1k,Kota Administrasi Jakarta Barat,FALSE,1625000,126,0,0,5,99,195,329
4/20/2020,Oppo A1K (2GB/32GB) 32GB Memory | 4000mAh Battery - Official Warranty - Bonus Satu,F7,32,RM,Oppo A1k,Kota Administrasi Jakarta Barat,FALSE,1625000,126,0,0,1,99,195,329
4/9/2020,Oppo A1K (2GB/32GB) 32GB Memory | 4000mAh Battery - Official Warranty - Bonus Satu,F7,32,RM,Oppo A1k,Kota Administrasi Jakarta Barat,FALSE,1625000,126,0,0,0,99,195,329
4/21/2020,OPPO A1K RAM 2/32GB GARANSI RESMI OPPO INDONESIA - Hitam,D4,28,RM,Oppo A1k,Kota Administrasi Jakarta Barat,FALSE,1575000,999,3150000,2,9,99,138,253
4/25/2020,Oppo A1K Garansi Resmi,E13,33,RM,Oppo A1k,Kota Administrasi Jakarta Timur,FALSE,1699000,999955,0,0,1,98,29,68
4/16/2020,OPPO A1K 32GB Garansi Resmi Oppo Indonesia,E12,19,RM,Oppo A1k,Kota Administrasi Jakarta Barat,FALSE,1615000,999902,0,0,5,97,52,216
4/22/2020,OPPO A1K RAM 2/32GB GARANSI RESMI OPPO INDONESIA - Hitam,D4,28,RM,Oppo A1k,Kota Administrasi Jakarta Barat,FALSE,1575000,999,0,0,12,99,138,253
4/29/2020,Oppo A37 Garansi Resmi,A4,10,RM,Oppo A37,Kota Tangerang Selatan,FALSE,1520000,999999,0,0,4,90,286,547
4/21/2020,Oppo A37 Garansi Resmi Oppo Indonesia,B11,11,RM,Oppo A37,Kota Tangerang Selatan,FALSE,1550000,999999,0,0,2,92,77,145
4/25/2020,OPPO A37 RAM 2/16 GB GARANSI RESMI OPPO INDONESIA,A5,28,RM,Oppo A37,Kota Administrasi Jakarta Barat,FALSE,1799000,999999,0,0,4,94,224,368
4/26/2020,OPPO A37 RAM 2/16 GB GARANSI RESMI OPPO INDONESIA,A5,28,RM,Oppo A37,Kota Administrasi Jakarta Barat,FALSE,1799000,999999,0,0,3,94,224,368
4/13/2020,Oppo A37 Garansi Resmi,A4,10,RM,Oppo A37,Kota Tangerang Selatan,FALSE,1520000,999999,0,0,4,90,286,547
4/25/2020,OPPO A37 BLACK EDITION,B12,28,RM,Oppo A37,Kota Administrasi Jakarta Barat,FALSE,1799000,999999,0,0,1,90,57,81
4/29/2020,OPPO A37 RAM 2/16 GB GARANSI RESMI OPPO INDONESIA,A5,28,RM,Oppo A37,Kota Administrasi Jakarta Barat,FALSE,1799000,999999,0,0,5,94,224,368
4/19/2020,Oppo A37 Garansi Resmi,A4,10,RM,Oppo A37,Kota Tangerang Selatan,FALSE,1520000,999999,0,0,3,90,286,547
4/20/2020,OPPO A37 BLACK EDITION,B12,28,RM,Oppo A37,Kota Administrasi Jakarta Barat,FALSE,1799000,999999,0,0,2,90,57,81
4/30/2020,Oppo A39 Ram 3/32gb,A6,10,RM,Oppo A39,Kota Tangerang Selatan,FALSE,2350000,999999,0,0,2,95,121,175
4/6/2020,OPPO A39 3/32GB,F8,34,RM,Oppo A39,Kota Administrasi Jakarta Barat,FALSE,1250000,20,0,0,29,92,27,83
4/20/2020,OPPO A3S RAM 2/16 GARANSI RESMI OPPO INDONESIA 1TH - Ungu,C16,13,RM,Oppo A3s,Kota Administrasi Jakarta Barat,FALSE,1449900,9974,4349700,3,84,97,1021,2617
4/12/2020,Oppo A3s Ram 3/32gb Garansi resmi - Ungu,E14,10,RM,Oppo A3s,Kota Tangerang Selatan,FALSE,1750000,9998,0,0,3,90,87,186
4/28/2020,HP OPPO A3S ORIGINAL RESMI RAM 3GB/ROM 32GB,C17,35,RM,Oppo A3s,Kota Administrasi Jakarta Pusat,FALSE,3400000,999998,0,0,2,100,21,34
4/25/2020,HP OPPO A3S ORIGINAL RESMI RAM 3GB/ROM 32GB,C17,35,RM,Oppo A3s,Kota Administrasi Jakarta Pusat,FALSE,3400000,999998,0,0,1,100,21,34
4/25/2020,"Oppo A3s ram 2gb garansi resmi 1 tahun,oppo trusted",C18,36,RM,Oppo A3s,Kota Administrasi Jakarta Barat,FALSE,1999000,999999,0,0,1,100,18,22
4/13/2020,Oppo A3s Ram 3/32gb Garansi resmi - Ungu,E14,10,RM,Oppo A3s,Kota Tangerang Selatan,FALSE,1750000,9998,0,0,1,90,87,186
4/15/2020,HP OPPO A3S ORIGINAL RESMI RAM 3GB/ROM 32GB,C17,35,RM,Oppo A3s,Kota Administrasi Jakarta Pusat,FALSE,3400000,999998,0,0,4,100,21,34
4/9/2020,OPPO A3S RAM 3/32GB GARANSI RESMI OPPO INDONESIA - Merah,C19,31,RM,Oppo A3s,Kota Administrasi Jakarta Pusat,FALSE,2099000,999999,0,0,35,96,46,63
4/11/2020,OPPO A3S RAM 2/16GB - Ungu,C20,37,RM,Oppo A3s,Kab. Labuhanbatu,FALSE,1980000,999999,0,0,14,100,20,30
4/25/2020,Oppo A3s 2/16 Garansi resmi oppo indonesia,C21,38,RM,Oppo A3s,Kab. Lamongan,FALSE,1700000,999999,0,0,1,100,25,42
4/23/2020,OPPO A3S RAM 2 RESMI NEW - Merah,C22,39,RM,Oppo A3s,Kota Administrasi Jakarta Barat,FALSE,1800000,999999,0,0,2,97,65,111
4/28/2020,OPPO A3S RAM 2 RESMI NEW - Merah,C22,39,RM,Oppo A3s,Kota Administrasi Jakarta Barat,FALSE,1800000,999999,0,0,1,97,65,111
4/27/2020,OPPO A3S RAM 3/32GB GARANSI RESMI OPPO INDONESIA - Merah,C19,31,RM,Oppo A3s,Kota Administrasi Jakarta Pusat,FALSE,2099000,999999,0,0,1,96,46,63
4/14/2020,oppo A3S 2/16 - Navy,C23,22,RM,Oppo A3s,Kota Administrasi Jakarta Utara,FALSE,2000000,999997,0,0,3,99,87,97
4/18/2020,OPPO A3S RAM 2 RESMI NEW - Merah,C22,39,RM,Oppo A3s,Kota Administrasi Jakarta Barat,FALSE,1800000,999999,0,0,1,97,65,111
4/22/2020,HP OPPO A3S ORIGINAL RESMI RAM 3GB/ROM 32GB,C17,35,RM,Oppo A3s,Kota Administrasi Jakarta Pusat,FALSE,3400000,999998,0,0,2,100,21,34
4/27/2020,Oppo A3s Ram 3/32gb Garansi resmi - Ungu,E14,10,RM,Oppo A3s,Kota Tangerang Selatan,FALSE,1750000,9998,0,0,3,90,87,185
4/29/2020,OPPO A3S RAM 2 RESMI NEW - Merah,C22,39,RM,Oppo A3s,Kota Administrasi Jakarta Barat,FALSE,1800000,999999,0,0,2,97,65,111
4/23/2020,Oppo A3s 2/16 Garansi resmi oppo indonesia,C21,38,RM,Oppo A3s,Kab. Lamongan,FALSE,1700000,999999,0,0,2,100,25,42
4/26/2020,Oppo A3s 2/16 Garansi resmi oppo indonesia,C21,38,RM,Oppo A3s,Kab. Lamongan,FALSE,1700000,999999,0,0,2,100,25,42
4/22/2020,OPPO A3S RAM 2 RESMI NEW - Merah,C22,39,RM,Oppo A3s,Kota Administrasi Jakarta Barat,FALSE,1800000,999999,0,0,2,97,65,111
4/21/2020,Oppo A3s 2/16 Garansi resmi oppo indonesia,C21,38,RM,Oppo A3s,Kab. Lamongan,FALSE,1700000,999999,0,0,1,100,25,42
4/16/2020,HP OPPO A3S ORIGINAL RESMI RAM 3GB/ROM 32GB,C17,35,RM,Oppo A3s,Kota Administrasi Jakarta Pusat,FALSE,3400000,999998,0,0,2,100,21,34
4/13/2020,OPPO A3S RAM 2/16 GARANSI RESMI OPPO INDONESIA 1TH - Ungu,C16,13,RM,Oppo A3s,Kota Administrasi Jakarta Barat,FALSE,1449900,9980,0,0,47,97,1020,2621
4/28/2020,oppo A3S 2/16 - Navy,C23,22,RM,Oppo A3s,Kota Administrasi Jakarta Utara,FALSE,2000000,999997,0,0,2,99,87,97
4/16/2020,Oppo A3s Ram 3/32gb Garansi resmi - Ungu,E14,10,RM,Oppo A3s,Kota Tangerang Selatan,FALSE,1750000,9998,-1750000,-1,5,90,87,185
4/17/2020,Oppo A3s 2/16 Garansi resmi oppo indonesia,C21,38,RM,Oppo A3s,Kab. Lamongan,FALSE,1700000,999999,0,0,2,100,25,42
4/26/2020,OPPO A3S RAM 2/16GB GARANSI RESMI OPPO,C24,11,RM,Oppo A3s,Kota Tangerang Selatan,FALSE,1499000,9939,0,0,16,91,299,859
4/22/2020,OPPO A57 ROM 3 GB RAM 32 GB - Hitam,B13,40,RM,Oppo A57,Kota Tangerang Selatan,FALSE,2550000,999999,0,0,2,91,108,173
4/20/2020,Oppo A57 Rom 3gb Ram 32gb Garansi Resmi Oppo,B14,10,RM,Oppo A57,Kota Tangerang Selatan,FALSE,2550000,999999,0,0,1,90,140,236
4/21/2020,OPPO A57 GOLD & BLACK GARANSI RESMI OPPO - Hitam,B15,13,RM,Oppo A57,Kota Administrasi Jakarta Barat,FALSE,2399900,999999,0,0,1,99,20,30
4/9/2020,OPPO A57 GOLD & BLACK GARANSI RESMI OPPO - Hitam,B15,13,RM,Oppo A57,Kota Administrasi Jakarta Barat,FALSE,2399900,999999,0,0,0,99,20,30
4/23/2020,OPPO A57 ROM 3 GB RAM 32 GB - Hitam,B13,40,RM,Oppo A57,Kota Tangerang Selatan,FALSE,2550000,999999,0,0,2,91,108,173
4/27/2020,OPPO A83 GARANSI RESMI OPPO,B16,10,RM,Oppo A83,Kota Tangerang Selatan,FALSE,2199000,999999,0,0,7,97,113,246
4/14/2020,OPPO A83 / GARANSI RESMI OPPO INDONESIA 1TH - Hitam,B17,13,RM,Oppo A83,Kota Administrasi Jakarta Barat,FALSE,1499900,10000,0,0,9,96,61,120
